protocol_name_raw,symbol,category,chains,tvl_max,audit_firms,audit_score_max,audit_score_mean,last_audit_date,audit_sources,audit_firm_count,has_audit,audit_score,any_top_firm,proto_norm,slug
Chimeradex Swap,-,Dexs,['Multi-Chain'],2.857919272288455,[],,,,['api'],0,0,,0,chimeradex swap,chimeradex-swap
ChimpX AI,-,Dexs,['Multi-Chain'],186922.63453933503,[],,,,['api'],0,0,,0,chimpx ai,chimpx-ai
Chips,-,RWA,['Kadena'],109538.38561812368,[],,,,['api'],0,0,,0,chips,chips
ChirpFinance,CHIRP,Farm,['Pulse'],4254.035951185511,[],,,,['api'],0,0,,0,chirpfinance,chirpfinance
ChocoBase,Choco,Farm,['Base'],80.25222607332901,[],,,,['api'],0,0,,0,chocobase,chocobase
Chocodoge,USCD,Algo-Stables,['Dogechain'],4100.424310436174,[],,,,['api'],0,0,,0,chocodoge,chocodoge
Choice Exchange,-,Dexs,['Injective'],686462.5301274229,[],,,,['api'],0,0,,0,choice exchange,choice-exchange
Chromatic Protocol,-,Derivatives,['Arbitrum'],3478.3324598858917,[],,,,['api'],0,0,,0,chromatic protocol,chromatic-protocol
Chronicle,XLN,Services,['Aurora'],0.0,[],,,,['api'],0,0,,0,chronicle,chronicle
Chronos V1,CHR,Dexs,['Arbitrum'],136218.68507533317,[],,,,['api'],0,0,,0,chronos v1,chronos-v1
Chronos V2,CHR,Dexs,['Arbitrum'],311.52640881413595,[],,,,['api'],0,0,,0,chronos v2,chronos-v2
Ciento Exchange,-,Dexs,['Planq'],5534.64806171137,[],,,,['api'],0,0,,0,ciento exchange,ciento-exchange
Circle,-,Stablecoin Issuer,['nan'],,[],,,,['api'],0,0,,0,circle,circle
Circle USYC,-,RWA,['Multi-Chain'],724059213.4300625,[],,,,['api'],0,0,,0,circle usyc,circle-usyc
CirclePacific,CIRCLE,Dexs,['Manta'],10.40824466518753,[],,,,['api'],0,0,,0,circlepacific,circlepacific
Circuit Protocol,-,Yield Aggregator,['Mantle'],135715.60698819772,[],,,,['api'],0,0,,0,circuit protocol,circuit-protocol
CitaDAO,KNIGHT,RWA,['Ethereum'],0.0,[],,,,['api'],0,0,,0,citadao,citadao
Citadel Vaults,-,Yield,['Supra'],1505010.64960428,[],,,,['api'],0,0,,0,citadel vaults,citadel-vaults
CitadelSwap,FORT,Dexs,['Base'],8347.210654313736,[],,,,['api'],0,0,,0,citadelswap,citadelswap
Citrex Markets,-,Derivatives,['Sei'],649982.2419691579,[],,,,['api'],0,0,,0,citrex markets,citrex-markets
Citrus,FOXY,NFT Lending,['Solana'],291045.1173139012,[],,,,['api'],0,0,,0,citrus,citrus
CityCoins,-,Yield,['Stacks'],8144764.16762036,[],,,,['api'],0,0,,0,citycoins,citycoins
CivFund,CIV,Yield,['Ethereum'],0.0,[],,,,['api'],0,0,,0,civfund,civfund
Civitia Game,-,Gaming,['Civitia'],127043.65407154188,[],,,,['api'],0,0,,0,civitia game,civitia-game
ClaimSwap V1,CLA,Dexs,['Klaytn'],148885.2871943999,[],,,,['api'],0,0,,0,claimswap v1,claimswap-v1
ClaimSwap V2,CLA,Dexs,['Klaytn'],16831.55704778645,[],,,,['api'],0,0,,0,claimswap v2,claimswap-v2
Clave,-,Liquid Staking,['zkSync Era'],59846.89095065306,[],,,,['api'],0,0,,0,clave,clave
ClayStack ETH,-,Liquid Restaking,['Ethereum'],2501309.1150519033,[],,,,['api'],0,0,,0,claystack eth,claystack-eth
ClayStack Matic,-,Liquid Staking,['Ethereum'],52798.534569076895,[],,,,['api'],0,0,,0,claystack matic,claystack-matic
ClaySwap,CLAY,Farm,['Binance'],2511.3560585358123,[],,,,['api'],0,0,,0,clayswap,clayswap
Clearpool Lending,CPOOL,Uncollateralized Lending,['Multi-Chain'],1026366.5116549694,[],,,,['api'],0,0,,0,clearpool lending,clearpool-lending
Clearpool TPOOL,CPOOL,RWA,['Multi-Chain'],34846848.975814395,[],,,,['api'],0,0,,0,clearpool tpool,clearpool-tpool
Clearstar,-,Risk Curators,['Base'],13103327.962663312,[],,,,['api'],0,0,,0,clearstar,clearstar
Cleopatra CL,CLEO,Dexs,['Mantle'],109070.00272243324,[],,,,['api'],0,0,,0,cleopatra cl,cleopatra-cl
Cleopatra DAO,CAT,Yield Aggregator,['Avalanche'],0.0,[],,,,['api'],0,0,,0,cleopatra dao,cleopatra-dao
Cleopatra Legacy,CLEO,Dexs,['Mantle'],13878.530012725989,[],,,,['api'],0,0,,0,cleopatra legacy,cleopatra-legacy
Clever Protocol,CLEVER,Dexs,['Dogechain'],49208.09502307345,[],,,,['api'],0,0,,0,clever protocol,clever-protocol
Clink,-,SoFi,['Base'],590.7670880761806,[],,,,['api'],0,0,,0,clink,clink
Clip Finance,-,Liquidity manager,['Multi-Chain'],130674.29669646,[],,,,['api'],0,0,,0,clip finance,clip-finance
Clipper,SAIL,Dexs,['Multi-Chain'],1921024.4571976308,[],,,,['api'],0,0,,0,clipper,clipper
Clober Liquidity Vault,-,Dexs,['Base'],302.21070817209784,[],,,,['api'],0,0,,0,clober liquidity vault,clober-liquidity-vault
Clober V1,-,Dexs,['Multi-Chain'],4504.716462731635,[],,,,['api'],0,0,,0,clober v1,clober-v1
Clober V2,-,Dexs,['Multi-Chain'],11060.623133244975,[],,,,['api'],0,0,,0,clober v2,clober-v2
Clone Protocol,-,Dexs,['Solana'],0.0,[],,,,['api'],0,0,,0,clone protocol,clone-protocol
Clovis,-,Yield Aggregator,['Multi-Chain'],4920833.036778981,[],,,,['api'],0,0,,0,clovis,clovis
Club BTCFi,-,Bridge,['BounceBit'],0.0,[],,,,['api'],0,0,,0,club btcfi,club-btcfi
Club Farm,-,Yield,['BounceBit'],33938.812053446796,[],,,,['api'],0,0,,0,club farm,club-farm
Club MusangKing,-,Farm,['BounceBit'],0.0,[],,,,['api'],0,0,,0,club musangking,club-musangking
Club Quanto,-,Derivatives,['BounceBit'],179791.2782778946,[],,,,['api'],0,0,,0,club quanto,club-quanto
Club Stablecoin,-,CDP,['BounceBit'],0.0,[],,,,['api'],0,0,,0,club stablecoin,club-stablecoin
Clusters,-,Domains,['nan'],,[],,,,['api'],0,0,,0,clusters,clusters
Clutch Markets,CLUTCH,Prediction Market,['Multi-Chain'],149282.90374067056,[],,,,['api'],0,0,,0,clutch markets,clutch-markets
CoChilli,-,Prediction Market,['Base'],0.0,[],,,,['api'],0,0,,0,cochilli,cochilli
CoFiX,COFI,Dexs,['Ethereum'],46938.73797164768,[],,,,['api'],0,0,,0,cofix,cofix
CoWSwap,COW,DEX Aggregator,['nan'],0.0,[],,,,['api'],0,0,,0,cowswap,cowswap
CobaltX,-,Dexs,['Multi-Chain'],57055.12913774556,[],,,,['api'],0,0,,0,cobaltx,cobaltx
CobraSwap,COBRA,Dexs,['Binance'],55087.88379289269,[],,,,['api'],0,0,,0,cobraswap,cobraswap
CockFights Game,BCFT,Gaming,['TON'],187.76096931248003,[],,,,['api'],0,0,,0,cockfights game,cockfights-game
Code 7 Finance,CODE7,Algo-Stables,['Fantom'],0.0,[],,,,['api'],0,0,,0,code 7 finance,code-7-finance
Coffee Dex,-,Dexs,['Multi-Chain'],13114.050592007505,[],,,,['api'],0,0,,0,coffee dex,coffee-dex
Coffer City,-,Services,['Kava'],10.9715,[],,,,['api'],0,0,,0,coffer city,coffer-city
Coffer Network,-,Bridge,['Bitcoin'],182095418.33159852,[],,,,['api'],0,0,,0,coffer network,coffer-network
Coffin Finance,COFFIN,Algo-Stables,['Fantom'],240.04713529284373,[],,,,['api'],0,0,,0,coffin finance,coffin-finance
Coffin.Meme,-,Derivatives,['TON'],78508.00922725268,[],,,,['api'],0,0,,0,coffin.meme,coffin.meme
Cog,-,Lending,['Scroll'],297277.8615758105,[],,,,['api'],0,0,,0,cog,cog
Coin8,-,CEX,['Multi-Chain'],76786090.6797826,[],,,,['api'],0,0,,0,coin8,coin8
Coin98,C98,Farm,['TomoChain'],0.0,[],,,,['api'],0,0,,0,coin98,coin98
CoinCollect,COLLECT,Dexs,['Polygon'],13064.623000048574,[],,,,['api'],0,0,,0,coincollect,coincollect
CoinDCX,-,CEX,['Multi-Chain'],225714012.75636792,[],,,,['api'],0,0,,0,coindcx,coindcx
CoinDrip,-,Payments,['Elrond'],426.2063084938695,[],,,,['api'],0,0,,0,coindrip,coindrip
CoinEx,CET,CEX,['Multi-Chain'],236114109.90539125,[],,,,['api'],0,0,,0,coinex,coinex
CoinFLEX,FLEX,Yield,['smartBCH'],0.0,[],,,,['api'],0,0,,0,coinflex,coinflex
CoinW,CWT,CEX,['Multi-Chain'],349121.44376437727,[],,,,['api'],0,0,,0,coinw,coinw
Coinbase Bridge,-,Bridge,['Multi-Chain'],7081936983.157484,[],,,,['api'],0,0,,0,coinbase bridge,coinbase-bridge
Coinbase Commerce,-,Payments,['nan'],,[],,,,['api'],0,0,,0,coinbase commerce,coinbase-commerce
Coinbase Wallet,-,Wallets,['nan'],,[],,,,['api'],0,0,,0,coinbase wallet,
Coinbase Wrapped Staked ETH,-,Liquid Staking,['Ethereum'],552462535.7507633,[],,,,['api'],0,0,,0,coinbase wrapped staked eth,coinbase-wrapped-staked-eth
Coinscope,COINSCOPE,Token Locker,['Multi-Chain'],25144.891931811995,[],,,,['api'],0,0,,0,coinscope,coinscope
Coinsquare,-,CEX,['Multi-Chain'],28243287.375770275,[],,,,['api'],0,0,,0,coinsquare,coinsquare
Coinswap Space,CSS,Dexs,['Binance'],397217.2637493813,[],,,,['api'],0,0,,0,coinswap space,coinswap-space
Coinwind,COW,Yield,['Multi-Chain'],313184163.7935717,[],,,,['api'],0,0,,0,coinwind,coinwind
ColaFactory,COLA,Farm,['Pulse'],75.12462148704196,[],,,,['api'],0,0,,0,colafactory,colafactory
Colend Protocol,-,Lending,['CORE'],116568795.89188357,[],,,,['api'],0,0,,0,colend protocol,colend-protocol
Collectif DAO,-,Liquid Staking,['Filecoin'],9857.46459368422,[],,,,['api'],0,0,,0,collectif dao,collectif-dao
Collection.xyz,-,NFT Marketplace,['Ethereum'],1630.8877434657966,[],,,,['api'],0,0,,0,collection.xyz,collection.xyz
Collector Crypt,-,Physical TCG,['nan'],,[],,,,['api'],0,0,,0,collector crypt,collector-crypt
Colony,CLY,Yield,['Avalanche'],576257.4620114618,[],,,,['api'],0,0,,0,colony,colony
ColorPool,COLOR,Dexs,['Chromia'],746713.6082431284,[],,,,['api'],0,0,,0,colorpool,colorpool
Colors,-,Farm,['Sonic'],7.74031282784393,[],,,,['api'],0,0,,0,colors,colors
Colt,-,Partially Algorithmic Stablecoin,['Saga'],41.237818908,[],,,,['api'],0,0,,0,colt,colt
ComTech Gold,-,RWA,['XDC'],13373210.0,[],,,,['api'],0,0,,0,comtech gold,comtech-gold
Comb Financial,COMB,Yield,['Fantom'],19730.872366041556,[],,,,['api'],0,0,,0,comb financial,comb-financial
Comet Finance,COMET,Algo-Stables,['Fantom'],0.0,[],,,,['api'],0,0,,0,comet finance,comet-finance
Cometa,META,Yield,['Algorand'],1675662.957449481,[],,,,['api'],0,0,,0,cometa,cometa
Cometh,MUST,Dexs,['Polygon'],72716.53140993543,[],,,,['api'],0,0,,0,cometh,cometh
Comfy Money,COMFY,Algo-Stables,['Harmony'],0.0,[],,,,['api'],0,0,,0,comfy money,comfy-money
ComfySwap,-,Dexs,['Multi-Chain'],2007.778855491715,[],,,,['api'],0,0,,0,comfyswap,comfyswap
Commodo,-,Lending,['Comdex'],4956.788317739523,[],,,,['api'],0,0,,0,commodo,commodo
Common,-,Privacy,['Multi-Chain'],2340.245781764607,[],,,,['api'],0,0,,0,common,common
Common Wealth,WLTH,Launchpad,['Base'],0.0,[],,,,['api'],0,0,,0,common wealth,common-wealth
CommuDAO GameSwap,-,Dexs,['Multi-Chain'],611.0124276143923,[],,,,['api'],0,0,,0,commudao gameswap,commudao-gameswap
CompliFi,COMFI,Derivatives,['Multi-Chain'],37876.51784234441,[],,,,['api'],0,0,,0,complifi,complifi
Complus Network,COM,Dexs,['Multi-Chain'],183804.9995226755,[],,,,['api'],0,0,,0,complus network,complus-network
Component,CMP,Dexs,['Multi-Chain'],162231.62098667712,[],,,,['api'],0,0,,0,component,component
Component Swap,-,Dexs,['Pulse'],0.0,[],,,,['api'],0,0,,0,component swap,component-swap
Composable Finance,LAYR,Cross Chain Bridge,['Multi-Chain'],21888.323785185705,[],,,,['api'],0,0,,0,composable finance,composable-finance
Compound,,,[],,['DeFiSafety'],85.0,85.0,2023-12-05 00:00:00+00:00,['full'],1,1,85.0,0,compound,
Compound Blue,-,Lending,['Polygon'],15099434.983773164,[],,,,['api'],0,0,,0,compound blue,compound-blue
Compound V1,COMP,Lending,['Ethereum'],5388577.396365102,[],,,,['api'],0,0,,0,compound v1,compound-v1
Compound V2,COMP,Lending,['Ethereum'],515296807.8846709,[],,,,['api'],0,0,,0,compound v2,compound-v2
Compound V3,COMP,Lending,['Multi-Chain'],2316068124.9529076,[],,,,['api'],0,0,,0,compound v3,compound-v3
Compx CDP,-,CDP,['Algorand'],1265743.2347995075,[],,,,['api'],0,0,,0,compx cdp,compx-cdp
Compx Streaming,-,Payments,['Algorand'],75.35259312000001,[],,,,['api'],0,0,,0,compx streaming,compx-streaming
Compx Yield,-,Yield,['Algorand'],47017.408,[],,,,['api'],0,0,,0,compx yield,compx-yield
Concave,CNV,Services,['Ethereum'],1082.015489810556,[],,,,['api'],0,0,,0,concave,concave
Concentrator,CTR,Yield,['Ethereum'],121380339.96525171,[],,,,['api'],0,0,,0,concentrator,concentrator
Concordex,-,Dexs,['Concordium'],1454.9542121835188,[],,,,['api'],0,0,,0,concordex,concordex
Concrete,-,Onchain Capital Allocator,['Multi-Chain'],46188910.388848424,[],,,,['api'],0,0,,0,concrete,concrete
Cone,CONE,Dexs,['Binance'],25056.081248505667,[],,,,['api'],0,0,,0,cone,cone
Conic Finance,CNC,Yield,['Ethereum'],125298.25583375484,[],,,,['api'],0,0,,0,conic finance,conic-finance
Connex,CONX,Chain,['nan'],,[],,,,['api'],0,0,,0,connex,connex
Connext,NEXT,Bridge,['Multi-Chain'],409770901.0986898,[],,,,['api'],0,0,,0,connext,connext
Consensus Liquidity DEX,-,Dexs,['Klaytn'],2590286.660792604,[],,,,['api'],0,0,,0,consensus liquidity dex,consensus-liquidity-dex
Contango V1,TANGO,Derivatives,['Multi-Chain'],461850.1325475414,[],,,,['api'],0,0,,0,contango v1,contango-v1
Contango V2,TANGO,Derivatives,['Multi-Chain'],35435392.72252791,[],,,,['api'],0,0,,0,contango v2,contango-v2
Contrax Finance,-,Yield,['Arbitrum'],1492.2926642362072,[],,,,['api'],0,0,,0,contrax finance,contrax-finance
Convergence,CONV,Dexs,['Multi-Chain'],505202.0647856251,[],,,,['api'],0,0,,0,convergence,convergence
Convergence Fi,-,Yield,['Ethereum'],2247940.352765567,[],,,,['api'],0,0,,0,convergence fi,convergence-fi
Convex Finance,CVX,Yield,['Multi-Chain'],1109236163.615282,[],,,,['api'],0,0,,0,convex finance,convex-finance
Conveyor,-,DEX Aggregator,['nan'],,[],,,,['api'],0,0,,0,conveyor,conveyor
Cook Finance,COOK,Indexes,['Multi-Chain'],234809.53343238035,[],,,,['api'],0,0,,0,cook finance,cook-finance
Cookie DAO,COOKIE,AI Agents,['nan'],,[],,,,['api'],0,0,,0,cookie dao,cookie-dao
CookieBase Dex,Cookie,Dexs,['Base'],0.0951660972913665,[],,,,['api'],0,0,,0,cookiebase dex,cookiebase-dex
CookieBase Farm,Cookie,Farm,['Base'],244791.35813118328,[],,,,['api'],0,0,,0,cookiebase farm,cookiebase-farm
Copra Finance,-,Lending,['Arbitrum'],22212.85595153561,[],,,,['api'],0,0,,0,copra finance,copra-finance
Copump,-,Launchpad,['Multi-Chain'],4275.330977082404,[],,,,['api'],0,0,,0,copump,copump
Core Bitcoin Bridge,-,Bridge,['Bitcoin'],531913784.9183904,[],,,,['api'],0,0,,0,core bitcoin bridge,core-bitcoin-bridge
Core Earn,-,Liquid Staking,['CORE'],5660098.40609838,[],,,,['api'],0,0,,0,core earn,core-earn
Core Markets,CORE,Derivatives,['Blast'],266779.3415916368,[],,,,['api'],0,0,,0,core markets,core-markets
CoreSwap,cSWAP,Dexs,['CORE'],331.38927658414354,[],,,,['api'],0,0,,0,coreswap,coreswap
Corepound,CORP,Yield,['CORE'],6988.293846006158,[],,,,['api'],0,0,,0,corepound,corepound
Corgi Finance,COG,Yield Aggregator,['Dogechain'],0.0,[],,,,['api'],0,0,,0,corgi finance,corgi-finance
CorgiSwap,CORIS,Dexs,['Binance'],3107.845545073614,[],,,,['api'],0,0,,0,corgiswap,corgiswap
Cork V1,-,Insurance,['Ethereum'],9758.066945918674,[],,,,['api'],0,0,,0,cork v1,cork-v1
Corn Kernels,-,Farm,['Ethereum'],1344352.1142999388,[],,,,['api'],0,0,,0,corn kernels,corn-kernels
CortexDAO,CXD,Indexes,['Ethereum'],0.0,[],,,,['api'],0,0,,0,cortexdao,cortexdao
Coslend,-,Lending,['Evmos'],30528.723064576177,[],,,,['api'],0,0,,0,coslend,coslend
CougarSwap,CGS,Yield,['Multi-Chain'],82552.87675966969,[],,,,['api'],0,0,,0,cougarswap,cougarswap
Counterstake,-,Cross Chain Bridge,['Multi-Chain'],395414.4068264284,[],,,,['api'],0,0,,0,counterstake,counterstake
Coup Farm,COUP,Yield,['Avalanche'],15.90864624150592,[],,,,['api'],0,0,,0,coup farm,coup-farm
Coupon Finance,-,Lending,['Arbitrum'],28785.345478087325,[],,,,['api'],0,0,,0,coupon finance,coupon-finance
Courtyard,-,Physical TCG,['nan'],,[],,,,['api'],0,0,,0,courtyard,courtyard
Cove Boosties,COVE,Yield Aggregator,['Ethereum'],2036655.036377746,[],,,,['api'],0,0,,0,cove boosties,cove-boosties
Cove Protocol,COVE,Yield,['Ethereum'],2570894.8626567693,[],,,,['api'],0,0,,0,cove protocol,cove-protocol
Cover Protocol,COVER,Insurance,['Ethereum'],809306.7494624825,[],,,,['api'],0,0,,0,cover protocol,cover-protocol
Covo V1,COVO,Derivatives,['Polygon'],1.70920165160558,[],,,,['api'],0,0,,0,covo v1,covo-v1
Covo V2,COVO,Derivatives,['Polygon'],695.2034795551893,[],,,,['api'],0,0,,0,covo v2,covo-v2
Cowaii Cash,COWAII,Algo-Stables,['Dogechain'],0.0,[],,,,['api'],0,0,,0,cowaii cash,cowaii-cash
Cozy V1,-,Insurance,['Ethereum'],285224.1003072007,[],,,,['api'],0,0,,0,cozy v1,cozy-v1
Cozy V2,-,Insurance,['Optimism'],270892.517425783,[],,,,['api'],0,0,,0,cozy v2,cozy-v2
Crabada,CRA,Gaming,['Avalanche'],0.0,[],,,,['api'],0,0,,0,crabada,crabada
Crack And Stack,-,Gaming,['Taiko'],3.4482887780184437,[],,,,['api'],0,0,,0,crack and stack,crack-and-stack
Crafting Finance,CRF,Synthetics,['Multi-Chain'],14468.075278010478,[],,,,['api'],0,0,,0,crafting finance,crafting-finance
Cranium Exchange,SKULL,Derivatives,['Fantom'],0.6114667891262391,[],,,,['api'],0,0,,0,cranium exchange,cranium-exchange
CreamSwap,CREAM,Dexs,['Ethereum'],135213.65277447578,[],,,,['api'],0,0,,0,creamswap,creamswap
Creampan Finance,PAN,Liquid Staking,['Cronos'],64721.64403442586,[],,,,['api'],0,0,,0,creampan finance,creampan-finance
CreateDAO,-,DAO Service Provider,['Multi-Chain'],126.798997,[],,,,['api'],0,0,,0,createdao,createdao
CreateMyToken,-,Launchpad,['Multi-Chain'],104750.22354837766,[],,,,['api'],0,0,,0,createmytoken,createmytoken
Creator Bid,-,AI Agents,['nan'],,[],,,,['api'],0,0,,0,creator bid,creator-bid
Credbull,CBL,Farm,['Multi-Chain'],38094.55076251397,[],,,,['api'],0,0,,0,credbull,credbull
Credit Guild,-,Lending,['Arbitrum'],54849.14883708695,[],,,,['api'],0,0,,0,credit guild,credit-guild
Creditum,CREDIT,Algo-Stables,['Fantom'],123.4315356653809,[],,,,['api'],0,0,,0,creditum,creditum
Credix,-,RWA Lending,['Solana'],17212.182298889653,[],,,,['api'],0,0,,0,credix,credix
Crema Finance,-,Dexs,['Solana'],199496.2995099819,[],,,,['api'],0,0,,0,crema finance,crema-finance
Creo Engine,CREO,Gaming,['Binance'],0.0,[],,,,['api'],0,0,,0,creo engine,creo-engine
Crescent Dex,-,Dexs,['Crescent'],55579.77213905445,[],,,,['api'],0,0,,0,crescent dex,crescent-dex
CrescentSwap,MNLT,Dexs,['Multi-Chain'],1277.178868476364,[],,,,['api'],0,0,,0,crescentswap,crescentswap
Cro.ag,-,DEX Aggregator,['nan'],,[],,,,['api'],0,0,,0,cro.ag,cro.ag
CroLend Finance,CRD,Lending,['Cronos'],0.0,[],,,,['api'],0,0,,0,crolend finance,crolend-finance
CroSwap,CROS,Dexs,['Multi-Chain'],16817.47476524746,[],,,,['api'],0,0,,0,croswap,croswap
CroVegas,-,Prediction Market,['Cronos'],1342.1293069486155,[],,,,['api'],0,0,,0,crovegas,crovegas
Croblanc,CROBLANC,Yield,['Cronos'],16411.178166438283,[],,,,['api'],0,0,,0,croblanc,croblanc
Crocodile Finance,CROC,Algo-Stables,['Avalanche'],5.032695637141592,[],,,,['api'],0,0,,0,crocodile finance,crocodile-finance
Crodex,CRX,Dexs,['Cronos'],424760.0949237676,[],,,,['api'],0,0,,0,crodex,crodex
Croissant Games,CROISSANT,Prediction Market,['Cronos'],0.0,[],,,,['api'],0,0,,0,croissant games,croissant-games
Cron Finance,-,Dexs,['Ethereum'],0.0,[],,,,['api'],0,0,,0,cron finance,cron-finance
CronaSwap,CRONA,Dexs,['Cronos'],749153.2463564876,[],,,,['api'],0,0,,0,cronaswap,cronaswap
Cronofi Finance,CRONO,Yield,['Cronos'],1808.8169336724711,[],,,,['api'],0,0,,0,cronofi finance,cronofi-finance
Cronos Bet,CBET,Prediction Market,['Cronos'],3766.2539765786064,[],,,,['api'],0,0,,0,cronos bet,cronos-bet
Cronos zkEVM Bridge,-,Canonical Bridge,['Ethereum'],56788937.58209606,[],,,,['api'],0,0,,0,cronos zkevm bridge,cronos-zkevm-bridge
Cronus Finance,CRN,Dexs,['Evmos'],6784.614261424626,[],,,,['api'],0,0,,0,cronus finance,cronus-finance
Cropper AMM,CRP,Dexs,['Solana'],153927.9398826303,[],,,,['api'],0,0,,0,cropper amm,cropper-amm
Cropper CLMM,CRP,Dexs,['Solana'],5944.387326410999,[],,,,['api'],0,0,,0,cropper clmm,cropper-clmm
CrossChain Bridge,BRIDGE,Cross Chain Bridge,['Multi-Chain'],247556.56158651935,[],,,,['api'],0,0,,0,crosschain bridge,crosschain-bridge
CrossCurve,EYWA,Cross Chain Bridge,['Multi-Chain'],10653510.462210272,[],,,,['api'],0,0,,0,crosscurve,crosscurve
Crouton Finance,-,Dexs,['TON'],1648.541724234,[],,,,['api'],0,0,,0,crouton finance,crouton-finance
Crow Finance,CROW,Dexs,['Cronos'],210201.80215251583,[],,,,['api'],0,0,,0,crow finance,crow-finance
CrowdSwap,CROWD,Dexs,['Multi-Chain'],75457.09805771636,[],,,,['api'],0,0,,0,crowdswap,crowdswap
Crown Finance,CRN,Yield Aggregator,['Cronos'],0.0,[],,,,['api'],0,0,,0,crown finance,crown-finance
Crunchy,crDAO,Yield Aggregator,['Tezos'],124559.10640283547,[],,,,['api'],0,0,,0,crunchy,crunchy
Crunchy Liquid Staking,crDAO,Liquid Staking,['Tezos'],0.0,[],,,,['api'],0,0,,0,crunchy liquid staking,crunchy-liquid-staking
Crust V1,-,Dexs,['Mantle'],618.0943903636418,[],,,,['api'],0,0,,0,crust v1,crust-v1
Crust V2,-,Dexs,['Mantle'],967.0749293255188,[],,,,['api'],0,0,,0,crust v2,crust-v2
CryptEx Locker,CRX,Token Locker,['Binance'],0.0,[],,,,['api'],0,0,,0,cryptex locker,cryptex-locker
Cryptex Pi,CTX,Derivatives,['Arbitrum'],96347.09002605082,[],,,,['api'],0,0,,0,cryptex pi,cryptex-pi
Cryptex V1,CTX,Indexes,['Multi-Chain'],650771.4852795426,[],,,,['api'],0,0,,0,cryptex v1,cryptex-v1
Cryptex V2,CTX,Derivatives,['Arbitrum'],18403.43701057125,[],,,,['api'],0,0,,0,cryptex v2,cryptex-v2
Crypto Lottery,CL,Prediction Market,['Multi-Chain'],10.569773320622629,[],,,,['api'],0,0,,0,crypto lottery,crypto-lottery
Crypto Valleys,-,Gaming,['Blast'],0.0,[],,,,['api'],0,0,,0,crypto valleys,crypto-valleys
Crypto-com,-,CEX,['Multi-Chain'],3641529071.2778087,[],,,,['api'],0,0,,0,crypto-com,crypto-com
Crypto.com Liquid Staking,-,Liquid Staking,['Multi-Chain'],159664548.30505726,[],,,,['api'],0,0,,0,crypto.com liquid staking,crypto.com-liquid-staking
CryptoBlades,SKILL,Gaming,['Multi-Chain'],0.0,[],,,,['api'],0,0,,0,cryptoblades,cryptoblades
CryptoDickbutts,-,Services,['nan'],0.0,[],,,,['api'],0,0,,0,cryptodickbutts,cryptodickbutts
CryptoSwap,CST,Dexs,['Binance'],3144.4191685829555,[],,,,['api'],0,0,,0,cryptoswap,cryptoswap
CryptoYieldFocus,CYF,Farm,['Avalanche'],3377.7539347178354,[],,,,['api'],0,0,,0,cryptoyieldfocus,cryptoyieldfocus
Cryptoo Tech,-,SoFi,['Arbitrum'],61.99779499999999,[],,,,['api'],0,0,,0,cryptoo tech,cryptoo-tech
Crystalvale,CRYSTAL,Dexs,['DFK'],2080073.3106520812,[],,,,['api'],0,0,,0,crystalvale,crystalvale
Crystl Finance,CRYSTL,Yield,['Multi-Chain'],740739.998306815,[],,,,['api'],0,0,,0,crystl finance,crystl-finance
Cthulhu.Finance,CTH,Yield Aggregator,['Optimism'],0.0588177428820368,[],,,,['api'],0,0,,0,cthulhu.finance,cthulhu.finance
CuanSwap,CUAN,Dexs,['CORE'],30.070122962439033,[],,,,['api'],0,0,,0,cuanswap,cuanswap
Cub Finance,CUB,Farm,['Binance'],276059.050708101,[],,,,['api'],0,0,,0,cub finance,cub-finance
Cubo,CUBO,Yield,['Polygon'],0.0,[],,,,['api'],0,0,,0,cubo,cubo
Cupid Farm,ARROWS,Yield,['Fantom'],247.90935102052956,[],,,,['api'],0,0,,0,cupid farm,cupid-farm
Curve,,,[],,['DeFiSafety'],81.0,81.0,2024-01-25 00:00:00+00:00,['full'],1,1,81.0,0,curve,ecurve
Curve DEX,CRV,Dexs,['Multi-Chain'],2033025864.5665112,[],,,,['api'],0,0,,0,curve dex,curve-dex
Curve LlamaLend,CRV,Lending,['Multi-Chain'],122747726.4532578,[],,,,['api'],0,0,,0,curve llamalend,curve-llamalend
Curves Protocol,-,SoFi,['Form Network'],295.31294680029646,[],,,,['api'],0,0,,0,curves protocol,curves-protocol
Cyber,CYBER,Chain,['Ethereum'],1434937.3015866217,[],,,,['api'],0,0,,0,cyber,cyber
Cyber Dog,CBRDOG,Yield,['Cronos'],1228.9465450251637,[],,,,['api'],0,0,,0,cyber dog,cyber-dog
CyberConnect,CYBER,SoFi,['nan'],,[],,,,['api'],0,0,,0,cyberconnect,cyberconnect
CyberFantasyFembots,SAFE,Yield,['Polygon'],212.9690211221005,[],,,,['api'],0,0,,0,cyberfantasyfembots,cyberfantasyfembots
CyberSwap,-,Dexs,['Cyber'],43794.126982222064,[],,,,['api'],0,0,,0,cyberswap,cyberswap
CyberTime,CTF,Services,['Binance'],63769.25799232491,[],,,,['api'],0,0,,0,cybertime,cybertime
Cyberblast V2,CBR,Dexs,['Blast'],886.1506652961731,[],,,,['api'],0,0,,0,cyberblast v2,cyberblast-v2
Cyberblast V3,CBR,Dexs,['Blast'],12346.085745154716,[],,,,['api'],0,0,,0,cyberblast v3,cyberblast-v3
